,id,age,education,marital_status,income,childrenhome,dt_customer,recency,wine_products,fruit_products,meat_products,fish_products,sweet_products,gold_products,total_products,deal_purchases,web_purchases,catalog_purchases,store_purchases,total_purchases,web_visits_permonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,total_cmp,complain,response
1677,6347,45,Basic,Single,15862.0,1,2013-06-27,26,1,1,4,11,9,10,36,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1678,4065,48,PhD,Married,49544.0,1,2013-02-12,0,308,0,73,0,0,23,404,2,5,1,8,14,7,0,0,0,0,0,0,0,0
1679,8230,44,Graduation,Married,33228.0,1,2014-01-23,28,22,2,31,7,4,5,71,1,2,0,3,5,7,0,0,0,0,0,0,0,0
1680,1215,46,Graduation,Together,70440.0,0,2013-10-08,49,690,117,499,76,102,88,1572,1,5,10,7,22,3,0,0,0,1,0,1,0,0
1681,5939,53,Graduation,Together,38232.0,2,2014-01-17,84,43,5,28,7,6,33,122,4,3,1,3,7,5,0,0,0,0,0,0,0,0
1682,2156,69,PhD,Married,22554.0,2,2012-11-03,38,27,0,10,0,0,4,41,4,2,0,4,6,5,0,0,0,0,0,0,0,0
1683,7788,41,PhD,Married,23536.0,1,2014-06-04,53,6,0,3,0,0,1,10,1,0,0,3,3,3,0,0,0,0,0,0,0,0
1684,10323,72,Graduation,Married,49413.0,1,2013-10-25,88,205,7,41,3,2,46,304,2,4,2,5,11,5,0,0,0,0,0,0,0,0
1685,7947,55,Graduation,Married,42231.0,2,2014-03-25,99,24,0,8,0,1,4,37,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1686,1891,44,Master,Divorced,78789.0,0,2012-08-08,12,667,50,850,21,83,83,1754,1,4,6,5,15,2,0,0,0,0,0,0,0,1
1687,2570,56,Graduation,Together,56534.0,1,2013-07-23,35,691,7,61,10,0,46,815,4,10,4,7,21,8,0,1,0,0,1,2,0,1
1688,9256,53,Graduation,Single,58350.0,1,2013-01-04,5,493,26,206,116,80,80,1001,4,8,3,12,23,6,0,0,0,0,0,0,0,0
1689,295,35,Graduation,Single,81217.0,0,2013-07-19,77,493,70,324,146,40,84,1157,1,3,7,11,21,1,0,0,0,0,0,0,0,0
1690,7397,73,Graduation,Single,49090.0,1,2013-07-19,45,494,5,82,7,0,100,688,3,7,2,9,18,7,0,0,0,0,0,0,0,0
1691,6349,37,Master,Divorced,61787.0,0,2013-07-06,71,621,73,414,78,48,85,1319,1,8,4,6,18,5,0,0,0,0,0,0,0,0
1692,10790,39,PhD,Married,18169.0,1,2013-02-19,40,9,0,5,0,0,7,21,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1693,10398,43,2n Cycle,Single,24336.0,1,2012-08-27,82,1,6,2,8,2,12,31,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1694,2431,34,Graduation,Married,18222.0,0,2012-12-31,70,12,4,19,12,6,14,67,1,2,0,3,5,8,0,0,0,0,0,0,0,0
1695,550,72,Graduation,Divorced,62335.0,1,2013-05-23,87,243,131,217,85,6,26,708,2,3,3,13,19,2,0,0,0,0,0,0,0,0
1696,1890,53,2n Cycle,Together,42033.0,2,2012-09-19,95,11,1,4,2,0,7,25,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1697,10742,41,PhD,Married,86580.0,0,2013-02-27,72,532,21,127,26,20,20,746,0,4,2,5,11,1,0,0,1,0,0,1,0,0
1698,10356,67,PhD,Divorced,41437.0,2,2012-09-22,5,29,0,2,0,0,1,32,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1699,4676,73,Master,Widow,73705.0,2,2014-03-05,86,612,91,520,258,107,107,1695,2,9,6,8,23,5,0,0,0,0,0,0,0,0
1700,8852,48,Graduation,Married,61064.0,1,2012-08-31,80,387,126,342,0,45,180,1080,5,8,4,11,23,6,0,0,0,0,0,0,0,0
1701,3565,69,Master,Married,38452.0,2,2014-03-30,62,56,0,14,0,0,2,72,3,3,0,3,6,7,0,0,0,0,0,0,0,0
1702,5294,35,Graduation,Single,18358.0,1,2013-11-20,49,6,8,19,16,4,4,57,3,3,0,4,7,7,0,0,0,0,0,0,0,0
1703,1958,51,PhD,Together,55012.0,1,2014-03-21,85,582,0,65,0,0,13,660,6,8,2,9,19,5,0,0,0,0,0,0,0,0
1704,7349,51,Basic,Together,9722.0,1,2012-10-02,7,6,17,16,6,16,42,103,4,3,1,3,7,8,0,0,0,0,0,0,0,1
1705,8799,40,PhD,Married,38175.0,1,2013-09-23,6,70,6,69,2,3,3,153,3,3,1,4,8,7,0,0,0,0,0,0,0,0
1706,1351,68,Master,Together,58656.0,1,2012-09-20,25,962,12,194,16,24,12,1220,4,7,8,13,28,6,0,0,1,0,0,1,0,0
1707,1045,59,Graduation,Together,52117.0,1,2012-08-16,55,112,10,107,30,0,20,279,2,5,2,4,11,7,0,0,0,0,0,0,0,0
1708,7732,46,Graduation,Married,64813.0,1,2014-01-02,81,293,0,124,179,97,52,745,1,7,2,10,19,5,0,0,0,0,0,0,0,0
1709,8070,51,PhD,Married,54222.0,1,2014-03-01,98,199,12,31,3,12,7,264,1,3,3,5,11,3,0,0,0,0,0,0,0,0
1710,477,38,Graduation,Married,83512.0,0,2014-06-17,31,1060,61,835,80,20,101,2157,1,4,7,10,21,1,1,0,1,1,1,4,0,1
1711,7832,65,Master,Married,77520.0,1,2013-08-28,30,940,44,396,0,88,58,1526,1,8,7,7,22,4,1,0,1,1,0,3,0,1
1712,2202,46,Graduation,Together,41154.0,1,2013-04-09,98,44,2,11,2,3,7,69,1,1,0,4,5,5,0,0,0,0,0,0,0,0
1713,7396,58,Graduation,Married,80398.0,0,2012-11-10,92,342,51,936,207,35,26,1597,1,5,8,12,25,3,0,0,1,0,0,1,0,0
1714,4055,32,Basic,Single,18746.0,1,2014-05-29,41,2,10,11,12,9,20,64,2,3,0,3,6,6,0,0,0,0,0,0,0,0
1715,10340,40,Graduation,Together,35196.0,1,2012-11-13,68,75,12,141,43,39,187,497,6,6,1,5,12,8,0,0,0,0,0,0,0,0
1716,10091,68,Graduation,Single,60230.0,1,2013-05-20,78,520,20,367,39,81,40,1067,2,6,3,6,15,5,0,0,0,0,0,0,0,0
1717,7629,47,Graduation,Married,22108.0,2,2014-05-08,46,5,3,9,6,2,6,31,2,2,0,3,5,7,0,0,0,0,0,0,0,0
1718,10640,50,Graduation,Together,44392.0,2,2013-09-05,71,87,5,71,7,12,29,211,5,4,1,4,9,7,0,0,0,0,0,0,0,0
1719,3498,48,PhD,Married,55424.0,1,2012-11-25,6,462,61,184,10,53,107,877,4,7,5,9,21,6,1,0,0,0,0,1,0,1
1720,6742,45,Graduation,Married,17688.0,1,2013-01-13,82,2,2,1,3,1,2,11,1,1,0,2,3,8,0,0,0,0,0,0,1,0
1721,1172,41,PhD,Married,92491.0,0,2013-05-01,71,979,44,935,29,25,22,2034,1,7,5,12,24,3,0,1,1,1,0,3,0,1
1722,569,33,Graduation,Single,90273.0,0,2013-12-14,32,704,129,853,120,74,111,1991,1,5,6,7,18,2,0,1,1,1,0,3,0,1
1723,4686,62,PhD,Widow,82571.0,0,2014-04-02,28,861,31,558,62,95,79,1686,0,6,5,13,24,2,0,0,1,0,0,1,0,0
1724,1381,42,PhD,Single,38513.0,1,2014-01-28,20,172,3,115,16,0,18,324,5,6,1,5,12,8,0,0,0,0,0,0,0,1
1725,2634,45,Master,Single,16653.0,1,2014-04-18,10,5,7,31,15,4,7,69,3,2,1,3,6,6,0,0,0,0,0,0,0,1
1726,10905,69,Graduation,Together,42586.0,2,2012-10-29,7,194,2,56,0,0,0,252,5,4,1,6,11,8,0,0,0,0,0,0,0,1
1727,1744,59,Basic,Single,23529.0,1,2013-01-07,67,9,7,13,3,2,20,54,1,1,1,2,4,6,0,0,0,0,0,0,0,0
1728,1000,63,Master,Together,74881.0,2,2013-03-08,48,505,72,270,36,27,54,964,4,9,2,12,23,5,0,0,0,0,0,0,0,0
1729,3828,73,Graduation,Married,71107.0,1,2013-02-17,61,533,10,217,198,174,195,1327,2,7,6,13,26,4,0,0,0,0,0,0,0,0
1730,8605,60,PhD,Together,46910.0,2,2014-03-23,36,48,0,14,0,0,6,68,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1731,10304,65,Graduation,Married,18690.0,0,2012-12-28,77,6,1,7,23,4,19,60,1,1,1,2,4,8,0,0,0,0,0,0,0,0
1732,4351,69,Graduation,Divorced,37244.0,2,2013-04-27,90,18,2,10,0,0,25,55,1,1,1,2,4,7,1,0,0,0,0,1,0,0
1733,10129,58,Graduation,Together,82427.0,0,2014-03-12,35,482,147,509,104,107,107,1456,1,3,5,12,20,1,0,0,1,0,0,1,0,0
1734,2499,66,2n Cycle,Single,75342.0,1,2013-05-06,38,204,97,97,21,118,26,563,1,5,2,10,17,4,0,0,0,0,0,0,0,0
1735,10092,70,Graduation,Divorced,70044.0,1,2013-02-18,46,1073,0,250,153,14,14,1504,4,7,10,5,22,5,0,0,0,0,0,0,0,0
1736,7500,57,Graduation,Single,79146.0,2,2014-04-24,33,245,16,223,21,43,16,564,2,8,1,8,17,6,0,0,0,0,0,0,0,0
1737,5796,61,Graduation,Married,77437.0,0,2013-11-26,70,560,21,442,29,44,29,1125,1,4,5,13,22,1,0,0,1,0,0,1,0,0
1738,10556,65,Graduation,Married,54984.0,1,2014-05-24,51,173,13,131,32,3,6,358,4,6,1,6,13,7,0,0,0,1,0,1,0,0
1739,1064,53,PhD,Married,42403.0,1,2013-12-11,18,22,1,11,0,5,3,42,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1740,48,60,Graduation,Together,55761.0,1,2014-04-24,97,136,1,12,0,3,32,184,2,4,1,3,8,6,0,1,0,0,0,1,0,0
1741,7610,41,Graduation,Together,37292.0,1,2013-04-18,32,275,0,86,10,23,66,460,5,6,3,5,14,8,0,0,0,0,0,0,0,0
1742,263,79,PhD,Single,45576.0,0,2014-05-28,9,56,19,29,2,14,25,145,1,3,1,3,7,8,0,0,0,0,0,0,0,1
1743,10814,77,Graduation,Together,70321.0,0,2013-01-16,6,303,23,751,82,26,191,1376,1,6,5,13,24,4,0,0,0,0,0,0,0,1
1744,9710,55,PhD,Divorced,58086.0,1,2013-01-20,80,708,7,62,0,0,15,792,2,11,3,7,21,8,0,0,0,0,0,0,0,0
1745,9292,72,Graduation,Married,81795.0,0,2012-10-26,74,324,132,693,27,118,88,1382,1,4,11,7,22,2,0,0,0,0,0,0,0,0
1746,10250,77,Basic,Together,28389.0,0,2012-11-20,49,1,5,3,7,4,8,28,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1747,7881,78,Master,Married,66835.0,0,2013-09-28,21,620,26,195,34,17,141,1033,1,6,4,13,23,2,0,0,0,0,0,0,0,0
1748,5847,55,Graduation,Divorced,69901.0,1,2013-05-29,95,312,21,206,102,92,149,882,3,7,3,10,20,5,0,0,0,0,0,0,0,0
1749,737,75,PhD,Married,80360.0,0,2013-03-03,56,1493,86,454,112,43,43,2231,2,4,4,5,13,2,0,1,1,1,0,3,0,0
1750,3571,63,PhD,Together,63342.0,1,2012-10-16,48,918,21,118,13,10,21,1101,3,8,3,5,16,6,0,1,0,0,0,1,0,1
1751,7807,50,Graduation,Married,44989.0,1,2012-09-12,26,98,0,106,49,10,106,369,5,5,1,5,11,6,0,0,0,0,0,0,0,0
1752,3878,44,2n Cycle,Single,31859.0,1,2014-02-27,3,3,4,7,15,8,11,48,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1753,5092,75,PhD,Widow,51569.0,1,2013-02-12,39,380,0,47,6,0,34,467,4,7,1,7,15,8,0,1,0,0,0,1,0,1
1754,2154,53,Graduation,Widow,30372.0,2,2012-12-25,33,15,0,12,7,3,7,44,3,2,0,3,5,7,0,0,0,0,0,0,0,0
1755,5394,45,Basic,Single,16014.0,2,2013-03-17,42,3,9,4,7,8,7,38,4,1,1,4,6,3,0,0,0,0,0,0,0,0
1756,3798,56,Graduation,Married,41120.0,2,2013-11-06,80,24,2,23,0,8,24,81,3,2,1,3,6,6,0,0,0,0,0,0,0,0
1757,3524,53,Master,Single,39763.0,1,2013-08-04,9,80,1,60,4,6,16,167,2,5,1,2,8,9,0,0,0,0,0,0,0,1
1758,5247,69,PhD,Married,38725.0,2,2014-05-10,52,31,0,6,2,1,5,45,2,1,0,4,5,4,0,0,0,0,0,0,0,0
1759,5883,52,Graduation,Married,77981.0,1,2013-05-26,78,138,120,204,16,126,60,664,3,7,4,7,18,5,0,0,0,0,0,0,0,0
1760,2118,60,2n Cycle,Married,62905.0,1,2013-09-10,68,166,75,96,119,107,59,622,3,7,2,8,17,4,0,0,0,0,0,0,0,0
1761,8812,45,2n Cycle,Divorced,13533.0,1,2013-03-10,45,12,3,8,8,0,17,48,2,2,0,3,5,7,0,0,0,0,0,0,0,0
1762,6616,49,Graduation,Together,59481.0,1,2013-10-23,47,178,3,85,71,66,58,461,2,3,3,8,14,2,0,0,0,0,0,0,0,0
1763,2797,47,Graduation,Married,72117.0,1,2013-08-20,34,707,20,171,65,60,50,1073,1,9,7,9,25,5,0,0,0,0,0,0,0,0
1764,4328,38,2n Cycle,Married,21955.0,1,2013-09-07,81,5,1,7,17,14,11,55,2,2,1,3,6,6,0,0,0,0,0,0,0,0
1765,9167,68,Graduation,Married,67131.0,1,2013-03-26,72,465,71,250,93,35,62,976,3,9,2,12,23,6,0,0,0,0,0,0,0,0
1766,10560,44,PhD,Single,36802.0,1,2014-06-16,23,16,1,2,0,0,1,20,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1767,2631,42,Graduation,Together,71853.0,0,2013-05-08,29,358,108,413,141,97,32,1149,1,2,8,6,16,1,0,0,0,0,0,0,0,0
1768,8312,63,Basic,Married,28249.0,0,2014-06-15,80,1,9,7,2,14,10,43,1,2,0,3,5,6,0,0,0,0,0,0,0,0
1769,5534,49,Master,Married,47808.0,1,2013-10-20,30,123,1,26,2,0,72,224,2,3,2,3,8,7,1,0,0,0,0,1,0,0
1770,5093,50,PhD,Divorced,25509.0,1,2012-09-18,15,40,3,30,10,7,11,101,3,3,0,3,6,9,0,0,0,0,0,0,0,1
1771,7592,78,PhD,Married,51012.0,0,2013-04-18,86,102,9,63,2,9,24,209,1,4,1,4,9,6,0,0,0,0,0,0,0,0
1772,8895,39,Graduation,Single,70596.0,0,2012-10-05,68,347,44,534,17,0,26,968,1,3,5,12,20,2,0,0,0,0,0,0,0,0
1773,8584,72,PhD,Together,85431.0,0,2013-06-08,54,376,53,462,168,53,53,1165,1,2,7,7,16,0,0,0,0,0,0,0,0,0
1774,2694,57,Graduation,Married,42664.0,1,2014-03-18,44,21,0,3,0,0,0,24,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1775,8910,69,Graduation,Together,42586.0,2,2012-10-29,7,194,2,56,0,0,0,252,5,4,1,6,11,8,0,0,0,0,0,0,0,1
1776,7433,39,Graduation,Single,29760.0,1,2012-08-29,87,64,4,68,7,5,17,165,4,3,1,4,8,8,0,0,0,0,0,0,0,0
1777,164,47,PhD,Married,28973.0,0,2012-10-13,59,206,0,46,3,2,12,269,2,5,1,5,11,8,0,0,0,0,0,0,0,0
1778,10477,51,PhD,Together,39435.0,1,2013-08-06,16,71,0,18,0,0,13,102,1,3,1,2,6,7,0,0,0,0,0,0,0,0
1779,2681,40,2n Cycle,Married,65370.0,0,2013-08-01,1,71,22,112,138,89,29,461,1,2,3,13,18,1,0,0,0,0,0,0,0,0
1780,5150,45,Basic,Single,20194.0,1,2012-12-17,64,0,4,7,11,10,15,47,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1781,5283,48,PhD,Single,42473.0,2,2014-02-17,72,93,1,21,0,4,25,144,3,2,1,4,7,5,0,0,0,0,0,0,0,0
1782,9645,56,Graduation,Married,64590.0,0,2012-10-14,98,920,138,168,36,46,30,1338,1,9,4,10,23,6,0,0,0,0,0,0,0,0
1783,10678,65,Graduation,Together,71232.0,1,2013-11-28,91,653,17,170,34,26,17,917,2,11,2,10,23,7,0,0,0,0,0,0,0,0
1784,7261,53,Graduation,Together,34600.0,2,2013-01-01,8,199,33,60,8,3,15,318,5,5,2,5,12,8,0,0,0,0,0,0,0,1
1785,9648,57,Graduation,Single,46904.0,2,2012-11-03,20,153,4,56,0,9,31,253,4,5,1,4,10,8,0,0,0,0,0,0,0,0
1786,2870,51,Graduation,Married,49094.0,1,2012-09-21,6,376,0,38,11,8,69,502,5,6,3,6,15,6,0,0,0,0,0,0,0,0
1787,8008,41,Graduation,Together,36075.0,1,2013-12-09,54,46,0,30,12,1,30,119,1,2,0,4,6,6,0,0,0,0,0,0,0,0
1788,1513,45,2n Cycle,Together,60839.0,2,2012-08-28,72,600,21,128,223,150,128,1250,13,2,2,12,16,8,0,0,0,0,0,0,0,0
1789,6173,45,Graduation,Together,77298.0,1,2013-11-02,46,425,115,292,23,35,79,969,1,6,6,11,23,3,0,0,0,0,0,0,0,0
1790,1419,74,Graduation,Together,34026.0,2,2013-08-05,11,18,6,15,12,8,17,76,3,2,1,3,6,5,0,0,0,0,0,0,0,0
1791,9150,61,PhD,Single,48918.0,2,2014-04-12,21,52,0,9,0,0,1,62,2,1,0,4,5,4,0,0,0,0,0,0,0,0
1792,7960,62,2n Cycle,Together,82122.0,0,2013-08-15,89,734,22,350,151,25,100,1382,1,3,9,13,25,1,0,0,1,0,0,1,0,0
1793,1250,48,Graduation,Single,37697.0,1,2014-02-07,82,34,6,21,11,4,8,84,1,2,1,3,6,6,0,0,0,0,0,0,0,0
1794,9905,72,Graduation,Together,34074.0,2,2013-07-13,69,135,1,41,10,1,67,255,5,3,3,3,9,6,1,0,0,0,0,1,0,0
1795,10691,64,Master,Married,28520.0,2,2013-06-14,55,11,0,10,0,2,20,43,1,1,1,2,4,6,0,0,0,0,0,0,0,0
1796,7002,69,Graduation,Single,62535.0,1,2013-10-03,13,163,48,90,0,45,52,398,1,3,2,8,13,3,0,0,0,0,0,0,0,0
1797,2952,47,Master,Single,36273.0,1,2014-04-16,80,29,3,30,3,2,9,76,2,3,0,3,6,6,0,0,0,0,0,0,0,0
1798,8439,60,Graduation,Together,63404.0,2,2014-06-06,97,734,26,70,11,44,17,902,2,6,3,4,13,4,0,0,0,1,0,1,0,0
1799,762,43,2n Cycle,Together,75774.0,1,2014-05-02,27,340,21,134,258,14,56,823,1,7,5,8,20,4,0,0,0,0,0,0,0,0
1800,2831,48,Graduation,Together,78416.0,1,2014-06-27,99,453,38,279,188,38,183,1179,2,7,7,10,24,3,0,0,0,0,0,0,0,0
1801,6977,50,Graduation,Together,75702.0,1,2012-10-14,87,1073,0,629,145,37,37,1921,1,10,5,13,28,6,0,0,1,0,0,1,0,0
1802,6289,73,Master,Together,59385.0,2,2013-04-28,85,135,0,10,0,4,36,185,2,3,1,4,8,5,0,0,0,0,0,0,0,0
1803,4168,58,Graduation,Single,37070.0,2,2013-03-20,30,231,7,137,4,15,39,433,9,5,1,8,14,7,0,0,0,0,0,0,0,1
1804,8397,73,Graduation,Married,44689.0,2,2014-01-10,82,18,0,5,0,0,11,34,2,1,1,2,4,7,1,0,0,0,0,1,0,0
1805,9284,66,Graduation,Together,53977.0,1,2013-06-08,21,620,16,165,0,24,82,907,5,5,5,12,22,5,0,0,0,0,0,0,0,0
1806,6237,58,PhD,Single,7144.0,2,2013-12-07,92,81,4,33,5,2,291,416,0,23,1,1,25,0,0,0,0,0,0,0,0,0
1807,3130,60,Graduation,Single,18701.0,2,2013-06-04,95,12,4,2,10,6,10,44,4,2,0,4,6,5,0,0,0,0,0,0,0,0
1808,1619,68,Graduation,Married,90369.0,0,2014-04-28,2,292,51,981,224,23,17,1588,1,4,6,6,16,1,0,0,0,0,0,0,0,1
1809,1990,50,PhD,Single,63159.0,0,2012-11-05,74,965,34,586,89,86,37,1797,1,3,5,8,16,3,1,0,0,0,0,1,0,0
1810,5513,58,Graduation,Together,37758.0,2,2012-10-04,49,27,2,10,0,0,1,40,2,1,0,3,4,8,0,0,0,0,0,0,0,0
1811,269,61,PhD,Single,46757.0,1,2012-11-16,71,777,30,163,0,51,122,1143,6,4,4,7,15,9,0,0,0,0,0,0,0,0
1812,8093,55,Master,Married,79734.0,0,2014-06-28,72,572,8,232,23,62,17,914,1,4,3,6,13,1,0,0,0,1,0,1,0,0
1813,10513,32,Graduation,Together,63207.0,0,2013-01-20,68,438,169,565,91,169,70,1502,1,2,3,6,11,7,0,0,0,1,0,1,0,0
1814,10177,70,Graduation,Divorced,72071.0,1,2013-02-14,4,531,69,300,150,138,150,1338,3,5,4,8,17,2,0,0,0,0,0,0,0,0
1815,2549,41,PhD,Together,21840.0,1,2013-07-21,80,17,0,9,0,0,1,27,1,1,0,3,4,9,0,0,0,0,0,0,0,0
1816,5782,42,2n Cycle,Together,58582.0,1,2013-09-28,15,402,35,106,101,77,42,763,2,9,2,9,20,5,0,1,0,0,0,1,0,0
1817,10057,73,Graduation,Single,72282.0,0,2013-07-19,70,503,27,419,90,139,153,1331,1,5,7,9,21,7,0,0,0,0,0,0,0,1
1818,10307,68,Graduation,Married,50387.0,2,2013-08-31,91,369,9,87,12,14,34,525,3,6,2,8,16,5,0,0,0,0,0,0,0,0
1819,8566,63,PhD,Together,32583.0,2,2014-06-15,10,5,0,3,0,0,1,9,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1820,2415,62,Graduation,Together,62568.0,1,2014-04-07,99,362,17,398,80,35,61,953,3,5,3,5,13,4,0,0,0,1,0,1,0,0
1821,5684,53,Master,Divorced,44635.0,2,2013-10-11,25,56,0,9,0,0,3,68,2,2,0,3,5,7,0,0,0,0,0,0,0,0
1822,8334,53,Master,Single,33316.0,2,2013-10-04,34,79,1,31,4,4,12,131,3,2,1,4,7,6,0,0,0,0,0,0,0,0
1823,9166,56,Graduation,Married,63967.0,1,2013-08-09,57,387,84,141,73,35,162,882,3,4,4,12,20,2,0,0,0,0,0,0,0,0
1824,1440,46,2n Cycle,Together,52513.0,0,2012-09-04,84,367,17,241,104,188,232,1149,2,9,5,9,23,7,0,0,0,0,0,0,0,0
1825,78,55,Graduation,Married,25293.0,1,2013-09-15,51,15,0,11,0,2,9,37,1,1,1,2,4,8,0,0,0,0,0,0,0,0
1826,5441,59,PhD,Widow,54111.0,1,2013-08-25,97,267,6,54,8,3,50,388,2,5,2,6,13,5,0,0,0,0,0,0,0,0
1827,5302,38,Graduation,Together,78394.0,0,2013-02-15,13,298,27,697,216,24,166,1428,1,4,6,5,15,2,0,0,0,0,0,0,0,1
1828,4687,66,Master,Married,80739.0,0,2013-05-23,92,674,92,736,39,0,92,1633,1,3,11,9,23,1,0,0,0,0,0,0,0,0
1829,1087,49,Master,Together,22669.0,1,2013-05-22,30,16,14,36,37,22,48,173,3,4,1,2,7,9,0,0,0,0,0,0,0,1
1830,6859,37,Graduation,Single,29236.0,1,2013-10-08,30,37,4,24,16,9,9,99,2,4,0,3,7,9,0,0,0,0,0,0,0,0
1831,9860,65,Graduation,Together,44911.0,1,2013-03-15,11,159,0,22,2,1,31,215,3,4,1,4,9,7,0,0,0,0,0,0,0,0
1832,7129,62,PhD,Married,54693.0,1,2013-02-17,72,686,17,142,23,26,35,929,8,6,4,13,23,6,0,0,0,0,0,0,0,0
1833,5866,50,Graduation,Together,48186.0,1,2014-03-20,39,97,3,66,12,7,34,219,3,4,1,4,9,7,0,0,0,0,0,0,0,0
1834,10521,47,Graduation,Married,54809.0,2,2013-09-11,0,63,6,57,13,13,22,174,4,2,1,5,8,4,0,0,0,0,0,0,0,1
1835,7393,46,Graduation,Together,41580.0,2,2012-12-10,15,56,5,24,4,0,3,92,3,2,1,3,6,5,0,0,0,0,0,0,0,0
1836,7849,54,PhD,Married,80336.0,0,2013-09-09,12,209,19,456,160,142,66,1052,1,2,9,13,24,1,0,0,0,0,0,0,0,0
1837,332,67,Graduation,Married,47743.0,1,2013-03-22,56,198,2,43,0,12,20,275,3,4,1,6,11,6,0,1,0,0,0,1,0,0
1838,9847,69,2n Cycle,Married,62972.0,1,2012-08-03,39,313,15,47,20,0,192,587,2,7,4,3,14,6,0,0,0,0,0,0,0,0
1839,531,70,PhD,Divorced,57333.0,1,2012-09-22,55,941,14,397,76,58,176,1662,11,8,5,9,22,6,0,0,0,0,0,0,0,1
1840,9576,42,PhD,Together,32313.0,1,2013-02-11,60,86,4,56,2,4,7,159,3,4,0,4,8,9,0,0,0,0,0,0,0,0
1841,6906,71,Master,Widow,84953.0,0,2013-06-03,73,167,48,602,63,72,72,1024,1,3,10,4,17,2,0,1,1,1,0,3,0,1
1842,7419,56,Master,Divorced,27071.0,1,2014-04-23,90,8,3,19,0,2,3,35,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1843,3170,67,Master,Together,68148.0,0,2013-08-31,86,389,66,408,37,57,85,1042,1,4,4,6,14,2,0,0,0,0,0,0,0,0
1844,8527,59,Master,Together,65735.0,2,2013-12-07,37,239,7,119,4,15,11,395,5,6,2,6,14,7,0,0,0,0,0,0,0,0
1845,7872,49,PhD,Married,86836.0,0,2012-09-12,7,179,21,273,0,21,63,557,1,6,10,6,22,5,1,0,1,1,0,3,0,1
1846,9931,61,PhD,Married,4023.0,2,2014-06-23,29,5,0,1,1,1,1,9,15,0,0,0,0,19,0,0,0,0,0,0,0,0
1847,10595,34,Graduation,Married,30093.0,0,2013-07-08,19,2,6,28,13,4,16,69,1,2,0,3,5,7,0,0,0,0,0,0,0,0
1848,4609,58,PhD,Married,57705.0,1,2014-01-11,14,383,0,53,6,4,40,486,3,8,1,6,15,6,0,0,0,0,0,0,0,0
1849,5010,36,Graduation,Single,25008.0,1,2014-02-02,72,2,8,8,6,1,9,34,2,1,0,3,4,8,0,0,0,0,0,0,0,0
1850,4427,29,2n Cycle,Single,83257.0,0,2012-09-18,56,536,27,590,38,107,67,1365,1,5,10,12,27,6,1,0,1,0,0,2,1,1
1851,11148,49,Graduation,Together,22280.0,1,2013-05-19,85,2,1,4,3,1,2,13,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1852,1168,46,PhD,Married,72159.0,0,2012-10-29,62,322,53,899,34,40,53,1401,1,4,6,10,20,2,0,0,0,0,0,0,0,0
1853,9595,63,Graduation,Together,64260.0,0,2013-01-11,1,539,169,816,20,0,30,1574,1,4,5,4,13,3,0,0,0,0,0,0,0,1
1854,10163,40,PhD,Single,82733.0,0,2013-09-10,28,712,50,420,65,38,38,1323,1,8,4,7,19,4,0,0,0,0,0,0,0,1
1855,2886,53,Master,Divorced,74290.0,1,2013-08-12,70,1121,0,72,0,12,12,1217,4,10,8,10,28,6,0,1,0,1,0,2,0,0
1856,6710,73,Master,Single,58217.0,3,2012-11-17,84,68,1,13,3,5,13,103,1,2,0,4,6,6,0,0,0,0,0,0,0,0
1857,5316,48,Master,Together,21024.0,0,2013-07-04,89,36,4,18,6,2,18,84,1,2,0,4,6,7,0,0,0,0,0,0,0,0
1858,9029,52,PhD,Married,70116.0,0,2013-01-26,73,707,44,603,95,58,29,1536,1,2,8,12,22,1,0,0,0,0,0,0,0,0
1859,521,39,Graduation,Together,54006.0,1,2012-09-18,42,174,77,203,6,24,97,581,2,8,1,7,16,7,0,0,0,0,0,0,0,0
1860,1459,58,PhD,Married,69063.0,1,2012-11-07,16,666,35,124,69,8,26,928,1,5,3,5,13,3,0,0,0,0,0,0,0,0
1861,10241,49,2n Cycle,Divorced,11448.0,0,2013-12-15,16,0,0,0,6,2,6,14,1,1,0,2,3,6,0,0,0,0,0,0,0,0
1862,1630,45,Graduation,Single,61825.0,1,2013-08-07,56,162,50,100,55,30,27,424,1,4,2,8,14,4,0,0,0,0,0,0,0,0
